cLogP,cLogS,Smiles
1.9749,-3.031,C[C@@H](C[C@H](C)C1)CN1C(c(cc(c(OC)c1)OC)c1[N+]([O-])=O)=O
2.7451,-4.244,CCN(C(c(cc(c(OC)c1)OC)c1[N+]([O-])=O)=O)c1c(C)cccc1
1.8172,-3.427,COc(c(OC)c1)cc(C(N(CC2)Cc3c2cccc3)=O)c1[N+]([O-])=O
1.1159,-2.355,CCN(CC)C(c(cc(c(OC)c1)OC)c1[N+]([O-])=O)=O
1.5925,-3.691,COc(c(OC)c1)cc(C(NC2CCCCC2)=O)c1[N+]([O-])=O
1.4549,-3.44,COc(c(OC)c1)cc(C(NCc2ccccc2)=O)c1[N+]([O-])=O
3.1707,-4.7,COc(c(OC)c1)cc(C(NC(c2ccccc2)c2ccccc2)=O)c1[N+]([O-])=O
1.2505,-3.421,COc(c(OC)c1)cc(C(NC2CCCC2)=O)c1[N+]([O-])=O
2.3515,-4.36,COc(c(OC)c1)cc(C(Nc(cc2)ccc2Cl)=O)c1[N+]([O-])=O
2.4707,-4.458,COc(c(OC)c1)cc(C(Nc(cc2)ccc2Br)=O)c1[N+]([O-])=O
2.4743,-4.219,COc(c(OC)c1)cc(C(N(CCC2)c3c2cccc3)=O)c1[N+]([O-])=O
2.1323,-3.949,COc(c(OC)c1)cc(C(N(CC2)c3c2cccc3)=O)c1[N+]([O-])=O
3.1475,-4.006,COc(c(OC)c1)cc(C(N2CCC(Cc3ccccc3)CC2)=O)c1[N+]([O-])=O
1.7214,-3.078,CN(Cc1ccccc1)C(c(cc(c(OC)c1)OC)c1[N+]([O-])=O)=O
1.0943,-2.441,COc(c(OC)c1)cc(C(N2CCCC2)=O)c1[N+]([O-])=O
2.4012,-3.9,CCN(C(c(cc(c(OC)c1)OC)c1[N+]([O-])=O)=O)c1ccccc1
2.4333,-4.312,Cc(cc1)cc(C)c1NC(c(cc(c(OC)c1)OC)c1[N+]([O-])=O)=O
2.4707,-4.458,COc(c(OC)c1)cc(C(Nc2cccc(Br)c2)=O)c1[N+]([O-])=O
2.8146,-4.802,Cc(cc(cc1)NC(c(cc(c(OC)c2)OC)c2[N+]([O-])=O)=O)c1Br
2.5715,-4.772,COc(c(OC)c1)cc(C(Nc(ccc(Br)c2)c2F)=O)c1[N+]([O-])=O
2.4523,-4.674,COc(c(OC)c1)cc(C(Nc(cc2)cc(Cl)c2F)=O)c1[N+]([O-])=O
1.9471,-4.252,COc(c(OC)c1)cc(C(Nc(ccc(F)c2)c2F)=O)c1[N+]([O-])=O
1.8463,-3.938,COc(c(OC)c1)cc(C(Nc2cccc(F)c2)=O)c1[N+]([O-])=O
1.9471,-4.252,COc(c(OC)c1)cc(C(Nc(cc2)cc(F)c2F)=O)c1[N+]([O-])=O
1.7988,-3.784,Cc1ccc(CNC(c(cc(c(OC)c2)OC)c2[N+]([O-])=O)=O)cc1
4.8905,-6.113,Cc1cc(NC(c(cccc2)c2Oc2ccccc2)=O)c(C)cc1
4.0627,-5.461,COc(cc1)cc(OC)c1NC(c(cccc1)c1Oc1ccccc1)=O
4.6687,-6.197,COc(c(NC(c(cccc1)c1Oc1ccccc1)=O)c1)cc(Cl)c1OC
4.3035,-5.739,O=C(c(cccc1)c1Oc1ccccc1)Nc(cc1)ccc1F
4.0287,-5.707,COC(c(cc1)cc(NC(c(cccc2)c2Oc2ccccc2)=O)c1C(OC)=O)=O
4.522,-5.866,CCOC(c(cc1)ccc1NC(c(cccc1)c1Oc1ccccc1)=O)=O
2.4015,-3.839,COCCNC(c(cccc1)c1Oc1ccccc1)=O
4.1109,-4.574,C=CCN(CC=C)C(c(cccc1)c1Oc1ccccc1)=O
2.0643,-4.452,N#CCN(CC#N)C(c(cccc1)c1Oc1ccccc1)=O
2.1459,-4.366,N#CCNC(c(cccc1)c1Oc1ccccc1)=O
3.3547,-4.488,CCCNC(c(cccc1)c1Oc1ccccc1)=O
4.0497,-5.492,O=C(c(cccc1)c1Oc1ccccc1)NC1CCCCC1
3.9121,-5.241,O=C(c(cccc1)c1Oc1ccccc1)NCc1ccccc1
4.8087,-6.161,O=C(c(cccc1)c1Oc1ccccc1)Nc(cc1)ccc1Cl
4.9279,-6.259,O=C(c(cccc1)c1Oc1ccccc1)Nc(cc1)ccc1Br
4.5466,-5.769,Cc(cc1)ccc1NC(c(cccc1)c1Oc1ccccc1)=O
4.1327,-5.443,COc(cc1)ccc1NC(c(cccc1)c1Oc1ccccc1)=O
4.5466,-5.769,Cc1cccc(NC(c(cccc2)c2Oc2ccccc2)=O)c1
4.1327,-5.443,COc(cccc1)c1NC(c(cccc1)c1Oc1ccccc1)=O
4.8087,-6.161,O=C(c(cccc1)c1Oc1ccccc1)Nc(cccc1)c1Cl
2.9112,-4.446,O=C(c(cccc1)c1Oc1ccccc1)NCc1cnccc1
4.9622,-5.928,CCc(cccc1)c1NC(c(cccc1)c1Oc1ccccc1)=O
4.5466,-5.769,Cc(cccc1)c1NC(c(cccc1)c1Oc1ccccc1)=O
4.9622,-5.928,CCc(cc1)ccc1NC(c(cccc1)c1Oc1ccccc1)=O
3.1008,-4.923,O=C(c(cccc1)c1Oc1ccccc1)NCc1ccco1
4.8087,-6.161,O=C(c(cccc1)c1Oc1ccccc1)Nc1cccc(Cl)c1
4.9279,-6.259,O=C(c(cccc1)c1Oc1ccccc1)Nc1cccc(Br)c1
4.3035,-5.739,O=C(c(cccc1)c1Oc1ccccc1)Nc1cccc(F)c1
3.3819,-6.199,[O-][N+](c(cc(cc1)NC(c(cccc2)c2Oc2ccccc2)=O)c1F)=O
4.1157,-5.566,COC(c(cc1)ccc1NC(c(cccc1)c1Oc1ccccc1)=O)=O
3.0721,-4.026,COCCNC(c1cc(-c2ccccc2)nc2ccccc12)=O
4.7815,-4.761,C=CCN(CC=C)C(c1cc(-c2ccccc2)nc2ccccc12)=O
2.7349,-4.639,N#CCN(CC#N)C(c1cc(-c2ccccc2)nc2ccccc12)=O
4.2436,-4.835,CC(C)CNC(c1cc(-c2ccccc2)nc2ccccc12)=O
3.4311,-3.743,CN(C)C(c1cc(-c2ccccc2)nc2ccccc12)=O
3.5709,-4.405,CCNC(c1cc(-c2ccccc2)nc2ccccc12)=O
3.3188,-3.798,CN(C)CCCNC(c1cc(-c2ccccc2)nc2ccccc12)=O
2.7225,-4.008,COC(CNC(c1cc(-c2ccccc2)nc2ccccc12)=O)=O
3.6063,-4.527,Cc1cc(NC(c(cc2)cc3c2OCO3)=O)c(C)cc1
4.0219,-4.686,CCc(cccc1C)c1NC(c(cc1)cc2c1OCO2)=O
3.4545,-4.593,COc(ccc(Cl)c1)c1NC(c(cc1)cc2c1OCO2)=O
2.8485,-3.857,COc1cccc(NC(c(cc2)cc3c2OCO3)=O)c1
3.0193,-4.153,O=C(c(cc1)cc2c1OCO2)Nc(cc1)ccc1F
4.1055,-4.71,CC(C)c(cccc1)c1NC(c(cc1)cc2c1OCO2)=O
4.5599,-4.98,CC[C@H](C)c(cc1)ccc1NC(c(cc1)cc2c1OCO2)=O
2.8267,-2.988,C=CCN(CC=C)C(c(cc1)cc2c1OCO2)=O
2.9146,-3.726,C[C@@H](c1ccccc1)NC(c(cc1)cc2c1OCO2)=O
2.8786,-3.086,C[C@@H](CCC1)CN1C(c(cc1)cc2c1OCO2)=O
0.8786,-1.822,O=C(c(cc1)cc2c1OCO2)NCCN1CCOCC1
2.4235,-3.636,O=C(c(cc1)cc2c1OCO2)NC1CCCC1
2.6129,-3.913,Cc1cc(NC(c(cc2)cc3c2OCO3)=O)ncc1
2.4365,-2.989,CCOC(C(CC1)CCN1C(c(cc1)cc2c1OCO2)=O)=O
2.9185,-3.839,O=C(c(cc1)cc2c1OCO2)Nc1ccccc1
3.678,-4.342,CCc(cc1)ccc1NC(c(cc1)cc2c1OCO2)=O
1.364,-2.025,CN(C)CCCNC(c(cc1)cc2c1OCO2)=O
1.9176,-3.044,O=C(c(cc1)cc2c1OCO2)Nc1cnccc1
3.9876,-5.017,Cc(cc(cc1)Br)c1NC(c(cc1)cc2c1OCO2)=O
3.0193,-4.153,O=C(c(cc1)cc2c1OCO2)Nc1cccc(F)c1
2.8315,-3.98,COC(c(cc1)ccc1NC(c(cc1)cc2c1OCO2)=O)=O
3.9168,-4.396,CCOc1cc(C(Nc(cccc2)c2F)=O)cc(OCC)c1OCC
3.9474,-3.627,CCOc1cc(C(N(CC2)CCN2c2ccccc2)=O)cc(OCC)c1OCC
1.7592,-3.023,CCOc1cc(C(NCC#N)=O)cc(OCC)c1OCC
3.2535,-3.362,CCOc1cc(C(NC(C)(C)C)=O)cc(OCC)c1OCC
3.663,-4.149,CCOc1cc(C(NC2CCCCC2)=O)cc(OCC)c1OCC
4.1599,-4.426,CCOc1cc(C(Nc2ccc(C)cc2)=O)cc(OCC)c1OCC
4.1599,-4.426,CCOc1cc(C(Nc2cc(C)ccc2)=O)cc(OCC)c1OCC
4.422,-4.818,CCOc1cc(C(Nc(cccc2)c2Cl)=O)cc(OCC)c1OCC
3.5104,-4.156,CCOc1cc(C(Nc2nccc(C)c2)=O)cc(OCC)c1OCC
4.2028,-4.407,CCOc1cc(C(N(CC2)c3c2cccc3)=O)cc(OCC)c1OCC
3.4413,-3.815,CCOc1cc(C(Nc2nccs2)=O)cc(OCC)c1OCC
2.5136,-2.875,CCNC(c(cc1OCC)cc(OCC)c1OCC)=O
4.1599,-4.426,CCOc1cc(C(Nc2c(C)cccc2)=O)cc(OCC)c1OCC
2.4522,-1.782,CCOc1cc(C(N2CCN(C)CC2)=O)cc(OCC)c1OCC
3.5644,-4.18,CCOc1cc(C(Nc2nc(C)ccc2)=O)cc(OCC)c1OCC
4.0176,-4.71,CCOc1cc(C(Nc(cc2)cc(F)c2F)=O)cc(OCC)c1OCC
4.6184,-5.049,CCOc1cc(C(Nc2nc(cccc3)c3s2)=O)cc(OCC)c1OCC
2.3428,-2.28,CCOc1cc(C(N2CCOCC2)=O)cc(OCC)c1OCC
2.9922,-3.036,CCOc1cc(C(N2C[C@H](C)O[C@@H](C)C2)=O)cc(OCC)c1OCC
4.8172,-4.334,CC(C)c(cc1C(C)C)cc(C(C)C)c1S(NCc1ncccc1)(=O)=O
3.8091,-4.654,COc1cc(C(Nc2cc(Cl)cc(Cl)c2)=O)cc(OC)c1OC
3.8091,-4.654,COc1cc(C(Nc(ccc(Cl)c2)c2Cl)=O)cc(OC)c1OC
2.2365,-3.016,COc1ccc(CNC(c(cc2OC)cc(OC)c2OC)=O)cc1
2.2365,-3.016,COc1c(CNC(c(cc2OC)cc(OC)c2OC)=O)cccc1
2.9793,-2.936,CCN(Cc1ccccc1)C(c(cc1OC)cc(OC)c1OC)=O
4.2385,-4.323,CC[C@H](C)c(cc1)ccc1NC(c(cc1OC)cc(OC)c1OC)=O
0.7959,-1.596,COCCNC(c(cc1OC)cc(OC)c1OC)=O
2.5053,-2.331,COc1cc(C(N(CC=C)CC=C)=O)cc(OC)c1OC
0.4587,-2.209,COc1cc(C(N(CC#N)CC#N)=O)cc(OC)c1OC
0.5403,-2.123,COc1cc(C(NCC#N)=O)cc(OC)c1OC
2.1084,-2.623,CC[C@H](C)NC(c(cc1OC)cc(OC)c1OC)=O
2.8265,-2.589,C[C@@H](C[C@H](C)C1)CN1C(c(cc1OC)cc(OC)c1OC)=O
3.5967,-3.802,CCN(C(c(cc1OC)cc(OC)c1OC)=O)c1c(C)cccc1
2.2035,-2.515,CCCCNC(c(cc1OC)cc(OC)c1OC)=O
4.0223,-4.258,COc1cc(C(NC(c2ccccc2)c2ccccc2)=O)cc(OC)c1OC
2.941,-3.526,Cc(cc1)ccc1NC(c(cc1OC)cc(OC)c1OC)=O
3.9991,-3.564,COc1cc(C(N2CCC(Cc3ccccc3)CC2)=O)cc(OC)c1OC
2.1151,-2.332,CCOC(C(CC1)CCN1C(c(cc1OC)cc(OC)c1OC)=O)=O
2.573,-2.636,CN(Cc1ccccc1)C(c(cc1OC)cc(OC)c1OC)=O
1.2947,-1.975,CCNC(c(cc1OC)cc(OC)c1OC)=O
2.7366,-3.11,COc1cc(C(NCCc2ccccc2)=O)cc(OC)c1OC
2.6126,-2.647,C[C@@H](CCCC1)N1C(c(cc1OC)cc(OC)c1OC)=O
3.4231,-4.33,COc1cc(C(Nc(ccc(Br)c2)c2F)=O)cc(OC)c1OC
3.6662,-4.36,Cc(cc(cc1)Br)c1NC(c(cc1OC)cc(OC)c1OC)=O
3.6662,-4.36,Cc(cc(cc1)NC(c(cc2OC)cc(OC)c2OC)=O)c1Br
2.7987,-3.81,COc1cc(C(Nc(cc2)cc(F)c2F)=O)cc(OC)c1OC
2.3008,-3.524,CC(Nc1cccc(NC(c(cc2OC)cc(OC)c2OC)=O)c1)=O
2.3508,-4.314,COc1cc(C(n2nnc3c2cccc3)=O)cc(OC)c1OC
1.7733,-2.136,C[C@@H](C1)O[C@@H](C)CN1C(c(cc1OC)cc(OC)c1OC)=O
2.1036,-3.867,COCCNC(C1c(cccc2)c2Oc2c1cccc2)=O
5.0928,-5.264,CCCCN(CCCC)C(C1c(cccc2)c2Oc2c1cccc2)=O
1.7664,-4.48,N#CCN(CC#N)C(C1c(cccc2)c2Oc2c1cccc2)=O
3.0568,-4.516,CCCNC(C1c(cccc2)c2Oc2c1cccc2)=O
3.5112,-4.786,CCCCNC(C1c(cccc2)c2Oc2c1cccc2)=O
4.184,-4.724,CCCN(CCC)C(C1c(cccc2)c2Oc2c1cccc2)=O
3.932,-4.832,Cc(cc1)c(C)cc1NC(c1cccc(I)c1)=O
3.932,-4.832,Cc1cc(NC(c2cccc(I)c2)=O)c(C)cc1
4.3476,-4.991,CCc(cccc1C)c1NC(c1cccc(I)c1)=O
3.932,-4.832,Cc1cccc(NC(c2cccc(I)c2)=O)c1C
3.1042,-4.18,COc(cc1)cc(NC(c2cccc(I)c2)=O)c1OC
3.7102,-4.916,COc(cc(c(OC)c1)Cl)c1NC(c1cccc(I)c1)=O
2.9286,-5.34,[O-][N+](c(cc(cc1)NC(c2cccc(I)c2)=O)c1Cl)=O
3.5805,-4.462,CCOc(cccc1)c1NC(c1cccc(I)c1)=O
3.6264,-3.898,CCN(Cc1ccccc1)C(c1cccc(I)c1)=O
4.4312,-5.015,CC(C)c(cccc1)c1NC(c1cccc(I)c1)=O
3.4936,-4.12,CN(C(c1cccc(I)c1)=O)c1ccccc1
3.0702,-4.426,COC(c(cc1)cc(NC(c2cccc(I)c2)=O)c1C(OC)=O)=O
3.5635,-4.585,CCOC(c(cc1)ccc1NC(c1cccc(I)c1)=O)=O
3.3756,-3.689,O=C(c1cccc(I)c1)N(CC1)CCN1c1ccccc1
1.4997,-2.84,CCOC(CNC(c1cccc(I)c1)=O)=O
1.8974,-2.828,COCCCNC(c1cccc(I)c1)=O
4.4322,-3.955,CCCCN(CCCC)C(c1cccc(I)c1)=O
3.1524,-3.293,C=CCN(CC=C)C(c1cccc(I)c1)=O
1.1058,-3.171,N#CCN(CC#N)C(c1cccc(I)c1)=O
1.1874,-3.085,N#CCNC(c1cccc(I)c1)=O
2.7555,-3.585,CC[C@H](C)NC(c1cccc(I)c1)=O
3.4736,-3.551,C[C@@H](C[C@H](C)C1)CN1C(c1cccc(I)c1)=O
1.2043,-2.127,O=C(c1cccc(I)c1)NCCN1CCOCC1
4.2622,-5.173,O=C(c1cccc(I)c1)N(Cc1ccccc1)c1ncccc1
1.8353,-3.322,O=C(c1cccc(I)c1)NC[C@H]1OCCC1
3.3159,-3.947,O=C(c1cccc(I)c1)N(CC1)Cc2c1cccc2
2.6817,-3.424,CC(C)(C)NC(c1cccc(I)c1)=O
2.8506,-3.477,CCCCNC(c1cccc(I)c1)=O
2.6146,-2.875,CCN(CC)C(c1cccc(I)c1)=O
3.5234,-3.415,CCCN(CCC)C(c1cccc(I)c1)=O
2.3011,-3.315,CC(C)NC(c1cccc(I)c1)=O
3.5881,-4.488,Cc(cc1)ccc1NC(c1cccc(I)c1)=O
1.9527,-3.165,O=C(c1cccc(I)c1)NCc1cnccc1
3.631,-4.469,O=C(c1cccc(I)c1)N(CC1)c2c1cccc2
3.2201,-3.598,CN(Cc1ccccc1)C(c1cccc(I)c1)=O
1.5355,-2.637,CNC(c1cccc(I)c1)=O
2.593,-2.961,O=C(c1cccc(I)c1)N1CCCC1
4.0037,-4.647,CCc(cccc1)c1NC(c1cccc(I)c1)=O
3.8999,-4.42,CCN(C(c1cccc(I)c1)=O)c1ccccc1
3.2043,-3.391,CC(CC1)CCN1C(c1cccc(I)c1)=O
3.3837,-4.072,O=C(c1cccc(I)c1)NCCc1ccccc1
3.2597,-3.609,C[C@@H](CCCC1)N1C(c1cccc(I)c1)=O
2.5947,-3.874,O=C(c1cccc(I)c1)Nc1ncccc1
3.951,-5.194,O=C(c1cccc(I)c1)Nc(cc1)cc(Cl)c1F
3.4458,-4.772,O=C(c1cccc(I)c1)Nc(cc1)cc(F)c1F
2.4234,-4.918,[O-][N+](c(cc(cc1)NC(c2cccc(I)c2)=O)c1F)=O
2.2526,-4.622,COc(ccc([N+]([O-])=O)c1)c1NC(c1cccc(I)c1)=O
2.9479,-4.486,CC(Nc1cccc(NC(c2cccc(I)c2)=O)c1)=O
2.4204,-3.098,C[C@@H](C1)O[C@@H](C)CN1C(c1cccc(I)c1)=O
0.9672,-1.676,COc1c(CNC(N2CCOCC2)=O)cccc1
1.71,-1.596,CCN(Cc1ccccc1)C(N1CCOCC1)=O
2.6759,-3.183,O=C(Nc(cc1)ccc1OCc1ccccc1)N1CCOCC1
1.4592,-1.387,O=C(N(CC1)CCN1c1ccccc1)N1CCOCC1
1.3892,-1.405,COc(cccc1)c1N(CC1)CCN1C(N1CCOCC1)=O
0.6302,-0.439,CCOC(N(CC1)CCN1C(N1CCOCC1)=O)=O
1.3239,-1.729,C[C@@H](c1ccccc1)NC(N1CCOCC1)=O
1.5572,-1.249,C[C@@H](C[C@H](C)C1)CN1C(N1CCOCC1)=O
-0.7121,0.175,O=C(NCCN1CCOCC1)N1CCOCC1
0.8328,-1.639,O=C(NC1CCCC1)N1CCOCC1
1.3821,-0.865,O=C(N1CCN(Cc2ccccc2)CC1)N1CCOCC1
1.3037,-1.296,CN(Cc1ccccc1)C(N1CCOCC1)=O
0.6766,-0.659,O=C(N1CCCC1)N1CCOCC1
1.3433,-1.307,C[C@@H](CCCC1)N1C(N1CCOCC1)=O
-0.2267,-0.028,CN(C)CCCNC(N1CCOCC1)=O
1.4286,-2.156,O=C(Nc1cccc(F)c1)N1CCOCC1
0.8831,-2.108,O=C(n1nnc2c1cccc2)N1CCOCC1
0.504,-0.796,C[C@@H](C1)O[C@@H](C)CN1C(N1CCOCC1)=O
1.609,-2.549,CCOC(C(Nc1cc(C)cc(C)c1)=O)=O
1.3872,-2.633,CCOC(C(Nc(c(OC)c1)cc(OC)c1Cl)=O)=O
0.6056,-3.057,CCOC(C(Nc(cc(cc1)[N+]([O-])=O)c1Cl)=O)=O
0.3435,-2.665,CCOC(C(Nc(cc1)c(C)cc1[N+]([O-])=O)=O)=O
0.3435,-2.665,CCOC(C(Nc(ccc(C)c1)c1[N+]([O-])=O)=O)=O
0.5606,-1.695,CCOC(C(NCc(cccc1)c1OC)=O)=O
2.5626,-3.002,CC[C@H](C)c(cc1)ccc1NC(C(OCC)=O)=O
1.6949,-2.572,CCCOC(c(cc1)ccc1NC(C(OCC)=O)=O)=O
2.2693,-3.202,CCOC(C(Nc(cc1)ccc1OCc1ccccc1)=O)=O
1.6586,-2.142,CCOC(C(N(CC1)CCN1c1cccc(Cl)c1)=O)=O
1.1534,-1.72,CCOC(C(N(CC1)CCN1c(cc1)ccc1F)=O)=O
1.0526,-1.406,CCOC(C(N(CC1)CCN1c1ccccc1)=O)=O
0.9826,-1.424,CCOC(C(N(CC1)CCN1c(cccc1)c1OC)=O)=O
1.1506,-1.268,CCOC(C(N1C[C@@H](C)C[C@H](C)C1)=O)=O
1.9208,-2.481,CCN(C(C(OCC)=O)=O)c1c(C)cccc1
0.9929,-1.664,CCOC(C(N(CC1)Cc2c1cccc2)=O)=O
2.3464,-2.937,CCOC(C(NC(c1ccccc1)c1ccccc1)=O)=O
1.65,-2.456,CCOC(C(N(CCC1)c2c1cccc2)=O)=O
1.308,-2.186,CCOC(C(N(CC1)c2c1cccc2)=O)=O
2.3232,-2.243,CCOC(C(N1CCC(Cc2ccccc2)CC1)=O)=O
0.8971,-1.315,CCOC(C(N(C)Cc1ccccc1)=O)=O
1.5769,-2.137,CCN(C(C(OCC)=O)=O)c1ccccc1
-0.7579,-1.466,CCOC(C(N=C1C=CNC=C1)=O)=O
1.7472,-3.009,CCOC(C(Nc(ccc(Br)c1)c1F)=O)=O
1.9903,-3.039,CCOC(C(Nc(cc1)c(C)cc1Br)=O)=O
1.1228,-2.489,CCOC(C(Nc(cc1)cc(F)c1F)=O)=O
1.2405,-2.302,CCOC(C(Nc(cccc1)c1C(OCC)=O)=O)=O
0.1004,-2.635,CCOC(C(Nc(cc(cc1)[N+]([O-])=O)c1F)=O)=O
0.1004,-2.635,CCOC(C(Nc(cc1)cc([N+]([O-])=O)c1F)=O)=O
0.9745,-2.021,CCOC(C(NCc1ccc(C)cc1)=O)=O
0.3435,-2.665,CCOC(C(Nc1c(C)ccc([N+]([O-])=O)c1)=O)=O
0.0974,-0.815,CCOC(C(N1C[C@H](C)O[C@@H](C)C1)=O)=O
4.7019,-4.246,CCCC[C@H](CC)C(Nc1c(C(F)(F)F)cccc1)=O
3.9544,-3.782,CCCC[C@H](CC)C(Nc(cccc1)c1F)=O
4.3896,-4.222,CCCC[C@H](CC)C(Nc(cc(cc1)Cl)c1OC)=O
3.7136,-3.504,CCCC[C@H](CC)C(Nc(ccc(OC)c1)c1OC)=O
3.7836,-3.486,CCCC[C@H](CC)C(Nc1cc(OC)ccc1)=O
3.538,-4.664,CCCC[C@H](CC)C(Nc(cc1)cc([N+]([O-])=O)c1Cl)=O
3.2759,-4.272,CCCC[C@H](CC)C(Nc(ccc(C)c1)c1[N+]([O-])=O)=O
3.493,-3.302,CCCC[C@H](CC)C(NCc(cccc1)c1OC)=O
1.7152,-2.495,CCCC[C@H](CC)C(N(CC#N)CC#N)=O
2.4447,-2.646,CCCC[C@H](CC)C(NC[C@H]1OCCC1)=O
3.9253,-3.271,CCCC[C@H](CC)C(N(CC1)Cc2c1cccc2)=O
3.2911,-2.748,CCCC[C@H](CC)C(NC(C)(C)C)=O
3.7836,-3.486,CCCC[C@H](CC)C(Nc(cccc1)c1OC)=O
2.5621,-2.489,CCCC[C@H](CC)C(NCc1cnccc1)=O
4.0552,-4.096,CCCC[C@H](CC)C(Nc(ccc(F)c1)c1F)=O
4.0552,-4.096,CCCC[C@H](CC)C(Nc(cc1)cc(F)c1F)=O
3.9544,-3.782,CCCC[C@H](CC)C(Nc1cccc(F)c1)=O
3.0328,-4.242,CCCC[C@H](CC)C(Nc(cc(cc1)[N+]([O-])=O)c1F)=O
2.862,-3.946,CCCC[C@H](CC)C(Nc(cc(cc1)[N+]([O-])=O)c1OC)=O
3.0298,-2.422,CCCC[C@H](CC)C(N1C[C@H](C)O[C@@H](C)C1)=O
3.0608,-3.484,CCN(C(C(N(CC)c1ccccc1)=O)=O)c1ccccc1
1.6696,-1.426,CC(CC1)CCN1C(C(N1CCC(C)CC1)=O)=O
-0.9782,1.668,CN(CC1)CCN1C(C(N1CCN(C)CC1)=O)=O
3.446,-4.488,O=C(C(Nc1c(C(F)(F)F)cccc1)=O)Nc1c(C(F)(F)F)cccc1
1.951,-3.56,O=C(C(Nc(cccc1)c1F)=O)Nc(cccc1)c1F
3.125,-4.308,Cc(cc1)c(C)cc1NC(C(Nc1cc(C)c(C)cc1)=O)=O
3.9562,-4.626,CCc(cccc1C)c1NC(C(Nc1c(CC)cccc1C)=O)=O
2.422,-3.568,CCOc(cccc1)c1NC(C(Nc(cccc1)c1OCC)=O)=O
1.0282,-2.6,COc1c(CNC(C(NCc(cccc2)c2OC)=O)=O)cccc1
4.1234,-4.674,CC(C)c(cccc1)c1NC(C(Nc1c(C(C)C)cccc1)=O)=O
0.772,-1.814,CC[C@H](C)NC(C(N[C@@H](C)CC)=O)=O
3.6794,-4.2,CCOc(cccc1)c1C(Nc(cc(cc1)Cl)c1OC)=O
2.8278,-4.642,CCOc(cccc1)c1C(Nc(cc(cc1)[N+]([O-])=O)c1Cl)=O
2.5657,-4.25,CCOc(cccc1)c1C(Nc(cc1)c(C)cc1[N+]([O-])=O)=O
3.0516,-2.595,CCOc(cccc1)c1C(N(CC=C)CC=C)=O
1.005,-2.473,CCOc(cccc1)c1C(N(CC#N)CC#N)=O
3.1395,-3.333,CCOc(cccc1)c1C(N[C@@H](C)c1ccccc1)=O
3.1035,-2.693,CCOc(cccc1)c1C(N1C[C@@H](C)CCC1)=O
3.3728,-2.853,CCOc(cccc1)c1C(N1C[C@@H](C)C[C@H](C)C1)=O
4.1614,-4.475,CCOc(cccc1)c1C(N(Cc1ccccc1)c1ncccc1)=O
4.5686,-4.522,CCOc(cccc1)c1C(NC(c1ccccc1)c1ccccc1)=O
4.5454,-3.828,CCOc(cccc1)c1C(N1CCC(Cc2ccccc2)CC1)=O
2.6614,-2.596,CCOC(C(CC1)CCN1C(c(cccc1)c1OCC)=O)=O
1.5889,-1.632,CCOc(cccc1)c1C(NCCCN(C)C)=O
2.1425,-2.651,CCOc(cccc1)c1C(Nc1cnccc1)=O
2.5657,-4.25,CCOc(cccc1)c1C(Nc1c(C)ccc([N+]([O-])=O)c1)=O
2.8471,-3.788,CCOc(cccc1)c1C(Nc1cc(NC(C)=O)ccc1)=O
2.7654,-4.686,Cc(cc1)cc(NC(c(ccc([N+]([O-])=O)c2)c2Cl)=O)c1OC
2.0801,-2.695,Cc(cc1)cc(NC(c2cnccc2)=O)c1OC
1.6995,-4.157,Cc(cc1)cc(NC(c2ccc([N+]([O-])=O)o2)=O)c1OC
3.2643,-4.343,Cc(cc1)cc(NS(c2c(C)cc(C)cc2C)(=O)=O)c1OC
1.9363,-3.653,CC(Nc(cc1)ccc1S(Nc(cc(C)cc1)c1OC)(=O)=O)=O
2.4664,-4.646,Cc(cc1)cc(NS(Cc2ccccc2)(=O)=O)c1OC
4.2454,-5.469,Cc1c(C(Nc(cc(C)cc2)c2OC)=O)c(-c(cccc2)c2Cl)no1
2.941,-3.526,Cc(cc1)cc(NC(c2cc(OC)cc(OC)c2)=O)c1OC
3.7688,-4.178,Cc(cc1)cc(NC(c2cc(C)c(C)cc2)=O)c1OC
3.4173,-3.808,CCOc(cc1)ccc1C(Nc(cc(C)cc1)c1OC)=O
2.0894,-3.968,Cc(cc1)cc(NC(c(cc2)cc([N+]([O-])=O)c2OC)=O)c1OC
2.5033,-4.294,Cc(cc1)cc(NC(c(cc2)cc(C)c2[N+]([O-])=O)=O)c1OC
2.7847,-3.832,CC(Nc(cc1)ccc1C(Nc(cc(C)cc1)c1OC)=O)=O
3.0677,-3.79,CC(Oc(cccc1)c1C(Nc(cc(C)cc1)c1OC)=O)=O
4.293,-4.962,Cc(cc1)cc(NC(c(c(Cl)ccc2)c2Cl)=O)c1OC
5.0611,-4.874,Cc(cc1)cc(NC(CC(c2ccccc2)c2ccccc2)=O)c1OC
3.1924,-4.201,Cc(cc1)cc(NC(c(cc2)cc3c2OCO3)=O)c1OC
3.4173,-3.808,CCOc(cccc1)c1C(Nc(cc(C)cc1)c1OC)=O
1.9238,-4.006,Cc(cc1)cnc1NC(c1cc([N+]([O-])=O)c(C)cc1)=O
1.12,-3.869,Cc(cc1)cnc1NC(c1ccc([N+]([O-])=O)o1)=O
2.2591,-3.759,Cc(cc1)cnc1NS(c(cc1)ccc1Cl)(=O)=O
